,Title,Package Name,Details Page,CVE,Affected Version
1836,Prototype Pollution in simpl-schema,simpl-schema,https://github.com//advisories/GHSA-9mx2-prfp-8hqp,CVE-2020-7742,< 1.10.2
1837,Server-Side Request Forgery in node-pdf-generator,node-pdf-generator,https://github.com//advisories/GHSA-hcq6-h8v2-r5wm,CVE-2020-7740,<= 0.0.6
1838,Server-Side Request Forgery in phantomjs-seo,phantomjs-seo,https://github.com//advisories/GHSA-j9pj-hx76-92v6,CVE-2020-7739,<= 1.0.0
1839,"""Arbitrary code execution in socket.io-file""",socket.io-file,https://github.com//advisories/GHSA-r2gr-fhmr-66c5,CVE-2020-24807,<= 2.0.31
1840,Prototype pollution in json-pointer,json-pointer,https://github.com//advisories/GHSA-7mg4-w3w5-x5pc,CVE-2020-7709,< 0.6.1
1841,Code Injection in oauth2-server,oauth2-server,https://github.com//advisories/GHSA-2fw4-mgq9-39cx,CVE-2017-18924,<= 3.1.1
1842,Arbitrary Code Execution in shiba,shiba,https://github.com//advisories/GHSA-jvf4-g24p-2qgw,CVE-2020-7738,<= 1.2.1
1843,Prototype Pollution in bmoor,bmoor,https://github.com//advisories/GHSA-h3rx-g5c9-8q4x,CVE-2020-7736,< 0.8.12
1844,Cross-site scripting in bootstrap-select,bootstrap-select,https://github.com//advisories/GHSA-7c82-mp33-r854,CVE-2019-20921,< 1.13.6
1845,Potential exponential regex in monitor mode,redis,https://github.com//advisories/GHSA-35q2-47q7-3pc3,CVE-2021-29469,">= 2.6.0, < 3.1.1"
1846,Cross-site Scripting in CKEditor 4.0,ckeditor4,https://github.com//advisories/GHSA-vcjf-mgcg-jxjq,CVE-2020-9281,< 4.14
1847,Improperly Controlled Modification of Dynamically-Determined Object Attributes in vega-util,vega-util,https://github.com//advisories/GHSA-6hwh-rqwf-cxxr,CVE-2019-10806,< 1.13.1
1848,Cross-site Scripting in React Draft Wysiwyg,react-draft-wysiwyg,https://github.com//advisories/GHSA-qcg2-h349-vwm3,CVE-2021-31712,< 1.14.6
1849,Prototype Pollution in backbone-query-parameters,backbone-query-parameters,https://github.com//advisories/GHSA-8qpm-5c82-rf96,CVE-2021-20085,<= 0.4.0
1850,OS Command Injection in ng-packagr,ng-packagr,https://github.com//advisories/GHSA-qm28-7hqv-wg5j,CVE-2020-7735,< 10.1.1
1851,Cross-site Scripting in Joplin,joplin,https://github.com//advisories/GHSA-cgc7-mwp4-3ccx,CVE-2020-15930,">= 1.0.190, <= 1.0.245"
1852,Uncontrolled Resource Consumption in json-bigint,json-bigint,https://github.com//advisories/GHSA-wgfq-7857-4jcc,CVE-2020-8237,< 1.0.0
1853,SQL Injection and MAID in TypeORM,typeorm,https://github.com//advisories/GHSA-pf2j-9qmp-jqr2,CVE-2020-8158,< 0.2.25
1854,DOM XSS in Theme Preview,ghost,https://github.com//advisories/GHSA-9fgx-q25h-jxrg,CVE-2021-29484,">= 4.0.0, < 4.3.3"
1855,Improper Input Validation and Loop with Unreachable Exit Condition ('Infinite Loop') in cumulative-distribution-function,cumulative-distribution-function,https://github.com//advisories/GHSA-58qp-5328-v7mh,CVE-2021-29486,< 2.0.0
1856,Improperly Controlled Modification of Dynamically-Determined Object Attributes in utilitify,utilitify,https://github.com//advisories/GHSA-9534-h433-2rjf,CVE-2019-10808,< 1.0.3
1857,Improperly Controlled Modification of Dynamically-Determined Object Attributes in querymen,querymen,https://github.com//advisories/GHSA-2cf2-2383-h4jv,CVE-2020-7600,< 2.1.4
1858,Regular Expression Denial of Service in ua-parser-js,ua-parser-js,https://github.com//advisories/GHSA-662x-fhqg-9p8v,CVE-2020-7733,< 0.7.22
1859,Cross-site Scripting in PrimeFaces,primefaces,https://github.com//advisories/GHSA-fw5f-7c6c-3vmv,CVE-2020-10544,<= 7.0.11
1860,OS Command Injection in node-prompt-here,node-prompt-here,https://github.com//advisories/GHSA-f8fh-8rgm-227h,CVE-2020-7602,<= 1.0.1
1861,OS Command Injection in closure-compiler-stream,closure-compiler-stream,https://github.com//advisories/GHSA-m647-5wf9-3jp3,CVE-2020-7603,<= 0.1.15
1862,OS Command Injection in gulp-scss-lint,gulp-scss-lint,https://github.com//advisories/GHSA-g4hj-r7r3-9rwv,CVE-2020-7601,<= 1.0.0
1863,Arbitrary code execution in ExifTool,exiftool-vendored,https://github.com//advisories/GHSA-4whq-r978-2x68,,< 14.3.0
1864,OS Command Injection in pulverizr,pulverizr,https://github.com//advisories/GHSA-fmf5-j5j9-99pp,CVE-2020-7604,<= 0.7.0
1865,OS Command Injection in gulp-tape,gulp-tape,https://github.com//advisories/GHSA-x67x-98x7-wv26,CVE-2020-7605,<= 1.0.0
1866,OS Command Injection in gulkp-styledocco,gulp-styledocco,https://github.com//advisories/GHSA-h33p-5j96-w8qh,CVE-2020-7607,<= 0.0.3
1867,OS Command Injection in docker-compose-remote-api,docker-compose-remote-api,https://github.com//advisories/GHSA-q6pj-jh94-5fpr,CVE-2020-7606,<= 0.1.4
1868,Server-side request forgery in Ghost CMS,ghost,https://github.com//advisories/GHSA-q4h8-7qff-gh6c,CVE-2020-8134,< 3.10.0
1869,Code injection in blamer,blamer,https://github.com//advisories/GHSA-7vm7-j8p7-h346,CVE-2020-8137,<= 1.0.0
1870,Command injection in bestzip,bestzip,https://github.com//advisories/GHSA-6xv6-jpvw-cx6q,CVE-2020-7730,< 2.1.7
1871,Arbitrary Code Execution in grunt,grunt,https://github.com//advisories/GHSA-m5pj-vjjf-4m3h,CVE-2020-7729,< 1.3.0
1872,Prototype Pollution in safe-object2,safe-object2,https://github.com//advisories/GHSA-jpq3-xf27-5jf2,CVE-2020-7726,<= 1.0.3
1873,Options structure open to XSS if passed unfiltered,highcharts,https://github.com//advisories/GHSA-8j65-4pcq-xq95,CVE-2021-29489,< 9.0.0
1874,Prototype Pollution in worksmith,worksmith,https://github.com//advisories/GHSA-9829-jj5p-j6hf,CVE-2020-7725,<= 1.0.0
1875,Prototype Pollution in nodee-utils,nodee-utils,https://github.com//advisories/GHSA-p6jh-p7q8-pcrg,CVE-2020-7722,< 1.2.3
1876,Prototype Pollution in gammautils,gammautils,https://github.com//advisories/GHSA-pgmg-gf5p-54j8,CVE-2020-7718,<= 0.0.81
1877,Prototype Pollution in promisehelpers,promisehelpers,https://github.com//advisories/GHSA-rj5f-7c8x-gjg4,CVE-2020-7723,<= 0.0.5
1878,Prototype Pollution in deep-get-set,deep-get-set,https://github.com//advisories/GHSA-85cp-p426-42f5,CVE-2020-7715,< 1.1.1
1879,Prototype Pollution in gedi,gedi,https://github.com//advisories/GHSA-jh2m-j8pp-55rc,CVE-2020-7727,<= 1.6.3
1880,Use of Potentially Dangerous Function in mixme,mixme,https://github.com//advisories/GHSA-79jw-6wg7-r9g4,CVE-2021-29491,< 0.5.1
1881,Prototype Pollution in node-oojs,node-oojs,https://github.com//advisories/GHSA-j4rw-x3vg-c8r7,CVE-2020-7721,<= 1.4.0
1882,Prototype Pollution in locutus,locutus,https://github.com//advisories/GHSA-f98m-q3hr-p5wq,CVE-2020-7719,< 2.0.12
1883,Prototype Pollution in confucious,confucious,https://github.com//advisories/GHSA-fmrr-mx6j-h3h5,CVE-2020-7714,<= 0.0.12
1884,Prototype Pollution in dot-notes,dot-notes,https://github.com//advisories/GHSA-qr4m-jcvc-3382,CVE-2020-7717,<= 3.2.0
1885,Prototype Pollution in deeps,deeps,https://github.com//advisories/GHSA-rgfv-v3jh-7ffp,CVE-2020-7716,<= 1.4.5
1886,Prototype Pollution in arr-flatten-unflatten,arr-flatten-unflatten,https://github.com//advisories/GHSA-w8f3-pvx4-4c3h,CVE-2020-7713,<= 1.1.4
1887,Command injection in json,json,https://github.com//advisories/GHSA-3c6g-pvg8-gqw2,CVE-2020-7712,< 10.0.0
1888,Improper exception handling in Aedes,aedes,https://github.com//advisories/GHSA-gh78-48h3-frjq,CVE-2020-13410,< 0.42.1
1889,Prototype Pollution in property-expr,property-expr,https://github.com//advisories/GHSA-6fw4-hr69-g3rv,CVE-2020-7707,< 2.0.3
1890,Prototype Pollution in connie-lang,connie-lang,https://github.com//advisories/GHSA-8vv3-jxm8-f4vf,CVE-2020-7706,< 0.1.1
1891,"""Prototype Pollution in irrelon-path and @irrelon/path""",irrelon-path,https://github.com//advisories/GHSA-j7cg-h9v9-6vqp,CVE-2020-7708,< 4.7.0< 4.7.0
1892,Prototype Pollution in templ8,templ8,https://github.com//advisories/GHSA-c7m7-4257-h698,CVE-2020-7702,<= 0.0.44
1893,Prototype Pollution in nis-utils,nis-utils,https://github.com//advisories/GHSA-gr58-j5wh-m333,CVE-2020-7703,<= 0.6.10
1894,Prototype Pollution in madlib-object-utils,madlib-object-utils,https://github.com//advisories/GHSA-jvf5-q4h5-2jmj,CVE-2020-7701,< 0.1.7
1895,Prototype Pollution in phpjs,phpjs,https://github.com//advisories/GHSA-m428-jqc4-2p5j,CVE-2020-7700,<= 1.3.2
1896,Uncontrolled Resource Consumption in fastify-multipart,fastify-multipart,https://github.com//advisories/GHSA-p9f8-gqjf-m75j,CVE-2020-8136,< 1.0.5
1897,Cross-site scripting in TinyMCE,tinymce,https://github.com//advisories/GHSA-p7j5-4mwm-hv86,CVE-2020-17480,"< 4.9.7>= 5.0.0, < 5.1.4"
1898,Validation bypass in jpv,jpv,https://github.com//advisories/GHSA-vh6r-g38f-q3w8,CVE-2020-17479,< 2.2.2
1899,Code injection in mock2easy,mock2easy,https://github.com//advisories/GHSA-g4xj-wcq6-qwx5,CVE-2020-7697,<= 0.0.24
1900,Path Traversal in marked-tree,marked-tree,https://github.com//advisories/GHSA-xr8h-53xr-jhcm,CVE-2020-7682,<= 0.8.1
1901,Improper Input Validation in Google Closure Library,google-closure-library,https://github.com//advisories/GHSA-vh5w-fg69-rc8m,CVE-2020-8910,<= 20200224
1902,Command Injection in ps-visitor,ps-visitor,https://github.com//advisories/GHSA-v2jv-33gh-xx29,CVE-2021-23374,<= 0.0.2
1903,Command Injection in onion-oled-js,onion-oled-js,https://github.com//advisories/GHSA-rhwp-9vm9-547q,CVE-2021-23377,<= 0.0.2
1904,Command Injection in picotts,picotts,https://github.com//advisories/GHSA-wq7q-5v6j-xfv6,CVE-2021-23378,<= 0.1.1
1905,Path Traversal in marscode,marscode,https://github.com//advisories/GHSA-8pww-pp5r-rff8,CVE-2020-7681,<= 1.0.1-0
1906,Buffer overflow  in canvas,canvas,https://github.com//advisories/GHSA-73rg-x683-m3qw,CVE-2020-8215,< 1.6.11
1907,Deserialization of Untrusted Data in bson,bson,https://github.com//advisories/GHSA-v8w9-2789-6hhr,CVE-2020-7610,< 1.1.4
1908,Path traversal in servey,servey,https://github.com//advisories/GHSA-v3px-6cc8-f8j3,CVE-2020-8214,< 3.3.2
1909,Regular Expression Denial of Service in postcss,postcss,https://github.com//advisories/GHSA-hwj9-h5mp-3pm3,CVE-2021-23368,">= 7.0.0, < 7.0.36>= 8.0.0, < 8.2.10"
1910,Prototype Pollution in swiper,swiper,https://github.com//advisories/GHSA-p3hc-fv2j-rp68,CVE-2021-23370,< 6.5.1
1911,Command Injection in @theia/messages,@theia/messages,https://github.com//advisories/GHSA-c94v-8fff-73ph,CVE-2021-28162,< 1.0.0
1912,Cross-site Scripting in quill,quill,https://github.com//advisories/GHSA-4943-9vgg-gr5r,CVE-2021-3163,<= 1.3.7
1913,OS Command Injection in pomelo-monitor,pomelo-monitor,https://github.com//advisories/GHSA-4j54-mxf6-wxx2,CVE-2020-7620,<= 0.3.7
1914,Command Injection in geojson2kml,geojson2kml,https://github.com//advisories/GHSA-w83x-fp72-p9qc,CVE-2020-28429,<= 0.1.1
1915,Prototype Pollution in tiny-conf,tiny-conf,https://github.com//advisories/GHSA-4q97-fh3f-j294,CVE-2020-7724,<= 1.1.0
1916,Command injection in get-git-data,get-git-data,https://github.com//advisories/GHSA-wj6h-7chw-x4h2,CVE-2020-7619,<= 1.3.1
1917,Cross-site Scripting in docsify,docsify,https://github.com//advisories/GHSA-qpqh-46qj-vwcw,CVE-2020-7680,< 4.11.4
1918,Credential leak in react-native-fast-image,react-native-fast-image,https://github.com//advisories/GHSA-6xhg-q9c8-rj32,CVE-2020-7696,< 8.3.0
1919,Path traversal in rollup-plugin-serve,rollup-plugin-serve,https://github.com//advisories/GHSA-4j46-mp85-mv8c,CVE-2020-7684,< 1.0.2
1920,Injection and Command Injection in devcert,devcert,https://github.com//advisories/GHSA-4228-7qvx-f4rq,CVE-2020-8186,<= 1.1.1
1921,Cross-site scripting in jspdf,jspdf,https://github.com//advisories/GHSA-vh59-v9r5-4mh4,CVE-2020-7690,< 2.0.0
1922,Cross-site scripting in koa-shopify-auth,koa-shopify-auth,https://github.com//advisories/GHSA-jqh7-w5pr-cr56,CVE-2020-8176,">= 3.1.61, <= 3.1.62"
1923,Cross-site scripting in TileServer GL,tileserver-gl,https://github.com//advisories/GHSA-3fr8-mwpp-8h9p,CVE-2020-15500,<= 3.0.0
1924,OS Command Injection in mversion,mversion,https://github.com//advisories/GHSA-6m8p-4fxj-pgc2,CVE-2020-7688,<= 1.13.0
1925,OS Command Injection in wifiscanner,wifiscanner,https://github.com//advisories/GHSA-m6rw-m2v9-7hx4,CVE-2020-15362,<= 1.0.1
1926,Improperly Controlled Modification of Dynamically-Determined Object Attributes in casperjs,casperjs,https://github.com//advisories/GHSA-vrr3-5r3v-7xfw,CVE-2020-7679,<= 1.1.4
1927,Code Injection in node-extend,node-extend,https://github.com//advisories/GHSA-cg42-4wrc-gp47,CVE-2020-7673,<= 0.2.0
1928,Improper Input Validation in access-policy,access-policy,https://github.com//advisories/GHSA-fw2f-7f87-5r6c,CVE-2020-7674,<= 3.1.0
1929,Code Injection in cd-messenger,cd-messenger,https://github.com//advisories/GHSA-v756-4whv-48vc,CVE-2020-7675,<= 2.7.26
1930,Code Injection in mosc,mosc,https://github.com//advisories/GHSA-j665-rvj7-2jv9,CVE-2020-7672,<= 1.0.0
1931,File upload local preview can run embedded scripts after user interaction,matrix-react-sdk,https://github.com//advisories/GHSA-8796-gc9j-63rv,,< 3.21.0
1932,Prototype Pollution in deep-override,deep-override,https://github.com//advisories/GHSA-v659-54cx-g4qr,CVE-2021-25941,">= 1.0.0, < 1.0.2"
1933,Prototype pollution in 101,101,https://github.com//advisories/GHSA-cwcx-rxgc-cmw3,CVE-2021-25943,">= 1.0.0, <= 1.6.3"
1934,Insecure template handling in Squirrelly,squirrelly,https://github.com//advisories/GHSA-q8j6-pwqx-pm96,CVE-2021-32819,<= 8.0.8
1935,Insecure template handling in haml-coffee,haml-coffee,https://github.com//advisories/GHSA-m7mf-vm62-7x3q,CVE-2021-32818,<= 1.14.1
1936,Insecure template handling in express-hbs,express-hbs,https://github.com//advisories/GHSA-rwxp-hwwf-653v,CVE-2021-32817,<= 2.4.0
1937,Lack of protection against cookie tossing attacks in fastify-csrf,fastify-csrf,https://github.com//advisories/GHSA-rc4q-9m69-gqp8,CVE-2021-29624,< 4.0.0< 3.1.0
1938,Regular Expression Denial of Service in path-parse,path-parse,https://github.com//advisories/GHSA-hj48-42vr-x3v9,CVE-2021-23343,< 1.0.7
1939,OS Command Injection in diskusage-ng,diskusage-ng,https://github.com//advisories/GHSA-3269-x4pw-vffg,CVE-2020-7631,<= 0.2.4
1940,OS Command Injection in node-mpv,node-mpv,https://github.com//advisories/GHSA-cqr2-xhg6-p268,CVE-2020-7632,<= 1.4.3
1941,Regular Expression Denial of Service in postcss,postcss,https://github.com//advisories/GHSA-566m-qj78-rww5,CVE-2021-23382,< 8.2.13
1942,Prototype pollution in safe-flat,safe-flat,https://github.com//advisories/GHSA-33rv-m2gp-mm2r,CVE-2021-25927,">= 2.0.0, < 2.0.2"
1943,Prototype pollution in safe-obj,safe-obj,https://github.com//advisories/GHSA-wpgh-hmv4-r3v5,CVE-2021-25928,">= 1.0.0, <= 1.0.2"
1944,Prototype Pollution in jquery-deparam,jquery-deparam,https://github.com//advisories/GHSA-xg68-chx2-253g,CVE-2021-20087,<= 0.5.3
1945,Improper Certificate Validation in xmlhttprequest-ssl,xmlhttprequest-ssl,https://github.com//advisories/GHSA-72mh-269x-7mh5,CVE-2021-31597,< 1.6.1
1946,Regular Expression Denial of Service in browserslist,browserslist,https://github.com//advisories/GHSA-w8qv-6jwh-64r5,CVE-2021-23364,">= 4.0.0, < 4.16.5"
1947,Prototype Pollution in jquery-bbq,jquery-bbq,https://github.com//advisories/GHSA-7w8j-85wm-6xfq,CVE-2021-20086,<= 1.2.1
1948,Potential memory exposure in dns-packet,dns-packet,https://github.com//advisories/GHSA-3wcq-x3mq-6r9p,CVE-2021-23386,">= 2.0.0, < 5.2.2< 1.3.2"
1949,OS Command Injection in adb-driver,adb-driver,https://github.com//advisories/GHSA-4m6q-rxhm-675w,CVE-2020-7636,<= 0.1.8
1950,OS Command Injection in heroku-addonpool,heroku-addonpool,https://github.com//advisories/GHSA-3q9x-w53p-jg53,CVE-2020-7634,< 0.1.16
1951,Injection in compass-compile,compass-compile,https://github.com//advisories/GHSA-7q9f-x6rm-qmxr,CVE-2020-7635,<= 0.0.1
1952,Improper Input Validation in xdLocalStorage,xdLocalStorage,https://github.com//advisories/GHSA-76qm-4f93-fg6f,CVE-2015-9545,<= 2.0.5
1953,Improper Input Validation in xdLocalStorage,xdLocalStorage,https://github.com//advisories/GHSA-vrc7-6g8w-jh56,CVE-2015-9544,<= 2.0.5
1954,Open Redirect in xdLocalStorage,xdLocalStorage,https://github.com//advisories/GHSA-c6c4-jmqx-3r33,CVE-2020-11611,<= 2.0.5
1955,OS Command Injection in fsa,fsa,https://github.com//advisories/GHSA-3p94-vj97-fm4q,CVE-2020-7615,<= 0.5.1
1956,Improperly Controlled Modification of Dynamically-Determined Object Attributes in express-mock-middleware,express-mock-middleware,https://github.com//advisories/GHSA-v39h-qm32-8gwq,CVE-2020-7616,<= 0.0.6
1957,Incorrect Calculation in the MSR JavaScript Cryptography Library,msrcrypto,https://github.com//advisories/GHSA-9x9j-836w-8f55,CVE-2020-1026,< 1.5.8
1958,XSS in svg2png (NPM package),svg2png,https://github.com//advisories/GHSA-mpp5-2x55-49xw,CVE-2020-11887,<= 4.1.1
1959,Cross-site scripting in lazysizes,lazysizes,https://github.com//advisories/GHSA-hg2p-2cvq-4ppv,CVE-2020-7642,<= 5.2.0
1960,Prototype pollution in paypal-adaptive,paypal-adaptive,https://github.com//advisories/GHSA-v3r2-3fp4-rp46,CVE-2020-7643,<= 0.4.2
1961,Private Field data leak,@keystonejs/keystone,https://github.com//advisories/GHSA-27g8-r9vw-765x,CVE-2021-32624,<= 19.3.2
1962,Code Injection in node-rules,node-rules,https://github.com//advisories/GHSA-f78f-353m-cf4j,CVE-2020-7609,">= 3.0.0, < 5.0.0"
1963,Uncontrolled Resource Consumption in fun-map,fun-map,https://github.com//advisories/GHSA-p33m-7w7f-gmj8,CVE-2020-7644,<= 3.3.1
1964,OS Command Injection in pixl-class,pixl-class,https://github.com//advisories/GHSA-vm5j-vqr6-v7v8,CVE-2020-7640,< 1.0.3
1965,Arbitrary Code Execution in json-ptr,json-ptr,https://github.com//advisories/GHSA-rrqv-vjrw-hrcr,,< 2.1.0
1966,Improper Neutralization of Special Elements used in a Command ('Command Injection') in @floffah/build,@floffah/build,https://github.com//advisories/GHSA-jcgr-9698-82jx,,< 1.0.0
1967,Cross-site scripting vulnerability in TinyMCE,tinymce,https://github.com//advisories/GHSA-5vm8-hhgr-jcjp,,< 5.7.1
1968,constructEvent does not verify header,@worker-tools/stripe-webhook,https://github.com//advisories/GHSA-4g53-vp7q-gfjv,,< 1.1.4
1969,Open Redirect in trailing-slash,trailing-slash,https://github.com//advisories/GHSA-rfhr-62xp-2fp2,CVE-2021-23387,< 2.0.1
1970,Prototype pollution vulnerability in js-extend,js-extend,https://github.com//advisories/GHSA-mh82-55cm-6gfh,CVE-2021-25945,<= 1.0.1
1971,Command Injection in @ronomon/opened,@ronomon/opened,https://github.com//advisories/GHSA-fg5w-w99f-rj6w,CVE-2021-29300,< 1.5.2
1972,ReDoS in normalize-url,normalize-url,https://github.com//advisories/GHSA-px4h-xg32-q955,CVE-2021-33502,">= 5.0.0, < 5.3.1>= 6.0.0, < 6.0.1>= 4.3.0, < 4.5.1"
1973,ReDoS in Sec-Websocket-Protocol header,ws,https://github.com//advisories/GHSA-6fc8-4gx4-v693,CVE-2021-32640,">= 7.0.0, < 7.4.6>= 6.0.0, < 6.2.2>= 5.0.0, < 5.2.3"
1974,Prototype pollution in nconf-toml,nconf-toml,https://github.com//advisories/GHSA-hx7j-43w2-7rj7,CVE-2021-25946,">= 0.0.1, <= 0.0.2"
1975,Denial of service in css-what,css-what,https://github.com//advisories/GHSA-q8pj-2vqx-8ggc,CVE-2021-33587,">= 4.0.0, <= 5.0.0"
1976,Regular Expression Denial of Service in trim-newlines,trim-newlines,https://github.com//advisories/GHSA-7p7h-4mm5-852v,CVE-2021-33623,< 3.0.1= 4.0.0
1977,Improper Verification of Cryptographic Signature in aws-encryption-sdk-javascript,@aws-crypto/client-node,https://github.com//advisories/GHSA-h45p-w933-jxh3,,"< 1.9.0>= 2.0.0, < 2.2.0< 1.9.0>= 2.0.0, < 2.2.0"
1978,Regular expression denial of service in react-native,react-native,https://github.com//advisories/GHSA-7f53-fmmv-mfjv,CVE-2020-1920,">= 0.59.0, < 0.62.3>= 0.63.0, < 0.64.1"
1979,Regular expression denial of service in forms,forms,https://github.com//advisories/GHSA-c56f-grv3-gpfr,CVE-2021-23388,< 1.3.2
1980,Prototype pollution in Merge-deep,merge-deep,https://github.com//advisories/GHSA-r6rj-9ch6-g264,CVE-2021-26707,< 3.0.3
1981,Path traversal,@backstage/techdocs-common,https://github.com//advisories/GHSA-pgf8-28gg-vpr6,CVE-2021-32662,< 0.6.3
1982,Script injection,@backstage/plugin-techdocs,https://github.com//advisories/GHSA-gg96-f8wr-p89f,CVE-2021-32661,< 0.9.5
1983,Script injection,@backstage/techdocs-common,https://github.com//advisories/GHSA-pwhf-39xg-4rxw,CVE-2021-32660,< 0.6.4
1984,Reflected XSS when using flashMessages or languageDictionary,auth0-lock,https://github.com//advisories/GHSA-jr3j-whm4-9wwm,CVE-2021-32641,< 11.30.1
1985,Regular expression denial of service,glob-parent,https://github.com//advisories/GHSA-ww39-953v-wcq6,CVE-2020-28469,< 5.1.2
1986,Prototype pollution,nestie,https://github.com//advisories/GHSA-m7rg-8wvq-846v,CVE-2021-25947,< 1.0.1
1987,Remote Command Execution in reg-keygen-git-hash-plugin,reg-keygen-git-hash-plugin,https://github.com//advisories/GHSA-49q3-8867-5wmp,CVE-2021-32673,< 0.10.16
1988,Arbitrary File Write via Archive Extraction (Zip Slip),calipso,https://github.com//advisories/GHSA-jxcc-g75x-qgw9,CVE-2021-23391,<= 0.3.54
1989,Uncontrolled Resource Consumption in locutus,locutus,https://github.com//advisories/GHSA-39q4-p535-c852,CVE-2021-23392,< 2.0.15
1990,Cross-site Scripting in ckeditor4,ckeditor4,https://github.com//advisories/GHSA-rgx6-rjj4-c388,CVE-2021-33829,">= 4.14.0, < 4.16.1"
1991,Prototype Pollution,set-getter,https://github.com//advisories/GHSA-jv35-xqg7-f92r,CVE-2021-25949,< 0.1.1
1992,Prototype Pollution,expand-hash,https://github.com//advisories/GHSA-x3wr-v4wx-5qpc,CVE-2021-25948,<= 1.0.1
1993,Auto-merging Person Records Compromised,@apollosproject/data-connector-rock,https://github.com//advisories/GHSA-r578-pj6f-r4ff,CVE-2021-32691,< 2.20.0
1994,Automatic room upgrade handling can be used maliciously to bridge a room non-consentually,matrix-appservice-bridge,https://github.com//advisories/GHSA-35g4-qx3c-vjhx,CVE-2021-32659,< 2.6.1
1995,Prototype Pollution,nedb,https://github.com//advisories/GHSA-339j-hqgx-qrrx,CVE-2021-23395,<= 1.8.0
1996,Improper Verification of Cryptographic Signature,tenvoy,https://github.com//advisories/GHSA-7r96-8g3x-g36m,,< 7.0.3
1997,Missing Handler in @scandipwa/magento-scripts,@scandipwa/magento-scripts,https://github.com//advisories/GHSA-52qp-gwwh-qrg4,CVE-2021-32684,">= 1.5.1, < 1.5.3"
1998,Denial of service,valine,https://github.com//advisories/GHSA-p2c4-gxp4-j3xp,CVE-2021-34801,<= 1.4.14
1999,Prototype pollution in supermixer,supermixer,https://github.com//advisories/GHSA-7prf-vw4p-qr59,CVE-2020-24939,< 1.0.5
2000,Improper Verification of Cryptographic Signature,tenvoy,https://github.com//advisories/GHSA-5w25-hxp5-h8c9,CVE-2021-32685,< 7.0.3
2001,Prototype Pollution,lutils,https://github.com//advisories/GHSA-3r8w-mphv-2f3f,CVE-2021-23396,<= 2.4.0
2002,Passing in a non-string 'html' argument can lead to unsanitized output,striptags,https://github.com//advisories/GHSA-qxg5-2qff-p49r,CVE-2021-32696,< 3.2.0
2003,Cross-site scripting,mongo-express,https://github.com//advisories/GHSA-7p8h-86p5-wv3p,CVE-2021-21422,<= 1.0.0-alpha.2
2004,Regular Expression Denial of Service (ReDOS),color-string,https://github.com//advisories/GHSA-257v-vj4p-3w2h,CVE-2021-29060,< 1.5.5
2005,ReDOS in IS-SVG,is-svg,https://github.com//advisories/GHSA-r8j5-h5cx-65gg,CVE-2021-29059,">= 2.1.0, < 4.3.0"
2006,Cross-site scripting in react-bootstrap-table,react-bootstrap-table,https://github.com//advisories/GHSA-2589-w6xf-983r,CVE-2021-23398,<= 4.3.1
2007,Reflected XSS from the callback handler's error query parameter,@auth0/nextjs-auth0,https://github.com//advisories/GHSA-954c-jjx6-cxv7,CVE-2021-32702,< 1.4.2
2008,Regular Expression Denial of Service (ReDoS) in Prism,prismjs,https://github.com//advisories/GHSA-gj77-59wh-66hg,CVE-2021-32723,< 1.24.0
2009,Cross-site Scripting in Mermaid,mermaid,https://github.com//advisories/GHSA-4f6x-49g2-99fm,CVE-2021-35513,< 8.11.0
2010,Arbitrary Command Injection,wincred,https://github.com//advisories/GHSA-v85c-hgq5-7pfw,CVE-2021-23399,<= 1.0.2
2011,Header injection in nodemailer,nodemailer,https://github.com//advisories/GHSA-hwqf-gcqm-7353,CVE-2021-23400,< 6.6.1
2012,Prototype Pollution in think-helper,think-helper,https://github.com//advisories/GHSA-vr5m-3h59-7jcp,CVE-2021-32736,< 1.1.3
2013,Utils.readChallengeTx does not verify the server account signature,stellar-sdk,https://github.com//advisories/GHSA-6cgh-hjpw-q3gq,CVE-2021-32738,< 8.2.3
2014,Prototype Pollution in record-like-deep-assign,record-like-deep-assign,https://github.com//advisories/GHSA-7qm6-9v49-38m9,CVE-2021-23402,<= 1.0.1
2015,Prototype Pollution in ts-nodash,ts-nodash,https://github.com//advisories/GHSA-5xjx-4xcm-hpcm,CVE-2021-23403,< 1.2.7
2016,Prototype polluation in just-safe-set,just-safe-set,https://github.com//advisories/GHSA-v26w-gcxh-v4r7,CVE-2021-25952,">= 1.0.0, <= 2.2.1"
2017,Code Injection in total4,total4,https://github.com//advisories/GHSA-g7mq-rfj2-25wq,CVE-2021-23390,< 0.0.43
2018,Code Injection in total.js,total.js,https://github.com//advisories/GHSA-7fm6-gxqg-2pwr,CVE-2021-23389,< 3.4.9
2019,Improper Input Validation in is-email,is-email,https://github.com//advisories/GHSA-j377-2x76-558h,CVE-2021-36716,< 1.0.1
2020,Prototype Pollution in putil-merge,putil-merge,https://github.com//advisories/GHSA-9x7m-9hpg-xxmw,CVE-2021-25953,">= 1.0.0, <= 3.6.6"
2021,Basic-auth app bundle credential exposure in gatsby-source-wordpress,gatsby-source-wordpress,https://github.com//advisories/GHSA-rqjw-p5vr-c695,CVE-2021-32770,"< 4.0.8>= 5.0.0, < 5.9.2"
2022,Hostname spoofing via backslashes in URL,urijs,https://github.com//advisories/GHSA-89gv-h8wf-cg8r,CVE-2021-3647,< 1.19.7
