Title,Package Name,Details Page,CVE,Affected Version
Malicious Package in bs58chekc,bs58chekc,https://github.com//advisories/GHSA-fwvq-x4j9-hr5f,,>= 0.0.0
Malicious Package in bs85,bs85,https://github.com//advisories/GHSA-gvm7-8fq3-qjj2,,>= 0.0.0
Malicious Package in cionstring,cionstring,https://github.com//advisories/GHSA-xh8g-j88w-6v59,,>= 0.0.0
Malicious Package in bsae-x,bsae-x,https://github.com//advisories/GHSA-mgff-xpg3-3gwc,,>= 0.0.0
Malicious Package in coinpayment,coinpayment,https://github.com//advisories/GHSA-3h99-v4qw-p2h5,,>= 0.0.0
Malicious Package in coinstirng,coinstirng,https://github.com//advisories/GHSA-ff6g-gm92-rf32,,>= 0.0.0
Malicious Package in coinstrig,coinstrig,https://github.com//advisories/GHSA-4m3j-h8f2-4xh4,,>= 0.0.0
Malicious Package in coinstrng,coinstrng,https://github.com//advisories/GHSA-hj5w-xgw9-w4rj,,>= 0.0.0
Malicious Package in colne,colne,https://github.com//advisories/GHSA-mhxg-pr3j-v9gr,,>= 0.0.0
Malicious Package in commandre,commandre,https://github.com//advisories/GHSA-r8hx-3qx6-hxq9,,>= 0.0.0
Malicious Package in commanedr,commanedr,https://github.com//advisories/GHSA-xcgx-27q5-7634,,>= 0.0.0
Malicious Package in conistring,conistring,https://github.com//advisories/GHSA-cfc5-x58f-869w,,>= 0.0.0
Malicious Package in crpyto-js,crpyto-js,https://github.com//advisories/GHSA-73c6-vwjh-g3qh,,>= 0.0.0
Malicious Package in crytpo-js,crytpo-js,https://github.com//advisories/GHSA-m4fq-xh7w-jhfm,,>= 0.0.0
Malicious Package in cxt,cxt,https://github.com//advisories/GHSA-fpgg-r39h-3x5x,,>= 0.0.0
Malicious Package in degbu,degbu,https://github.com//advisories/GHSA-xr3g-4gg5-w3wq,,>= 0.0.0
Malicious Package in ecruve,ecruve,https://github.com//advisories/GHSA-fpf2-pr3j-4cm3,,>= 0.0.0
Malicious Package in dhkey,dhkey,https://github.com//advisories/GHSA-qxrj-x7rm-2h49,,>= 0.0.0
Malicious Package in ecuvre,ecuvre,https://github.com//advisories/GHSA-cgvm-rvfv-c92r,,>= 0.0.0
Malicious Package in fs-extar,fs-extar,https://github.com//advisories/GHSA-435c-qcpm-wjw5,,>= 0.0.0
Malicious Package in hdeky,hdeky,https://github.com//advisories/GHSA-255r-pghp-r5wh,,>= 0.0.0
Malicious Package in hdkye,hdkye,https://github.com//advisories/GHSA-8pwx-j4r6-5v38,,>= 0.0.0
Malicious Package in hw-trnasport-u2f,hw-trnasport-u2f,https://github.com//advisories/GHSA-4363-x42f-xph6,,>= 0.0.0
Malicious Package in path-to-regxep,path-to-regxep,https://github.com//advisories/GHSA-f7gc-6hcj-wc42,,>= 0.0.0
Malicious Package in rceat,rceat,https://github.com//advisories/GHSA-7w7c-867m-4mqc,,>= 0.0.0
Malicious Package in riped160,riped160,https://github.com//advisories/GHSA-rwcq-qpm6-7867,,>= 0.0.0
Malicious Package in ripedm160,ripedm160,https://github.com//advisories/GHSA-9272-59x2-gwf2,,>= 0.0.0
Malicious Package in ripmed160,ripmed160,https://github.com//advisories/GHSA-gmjp-776j-2394,,>= 0.0.0
Malicious Package in sb58,sb58,https://github.com//advisories/GHSA-674r-xx4c-gj7x,,>= 0.0.0
Malicious Package in scryptys,scryptys,https://github.com//advisories/GHSA-vrxj-4qhw-5vwq,,>= 0.0.0
Malicious Package in scrytsy,scrytsy,https://github.com//advisories/GHSA-vv7g-pjw9-4qj9,,>= 0.0.0
Malicious Package in siganle,siganle,https://github.com//advisories/GHSA-p5p2-rhc3-wmf3,,>= 0.0.0
Malicious Package in signqle,signqle,https://github.com//advisories/GHSA-m794-qv59-gj7c,,>= 0.0.0
Malicious Package in singale,singale,https://github.com//advisories/GHSA-crfh-jmv2-2f9v,,>= 0.0.0
Malicious Package in wallet-address-validtaor,wallet-address-validtaor,https://github.com//advisories/GHSA-pc7q-c837-3wjq,,>= 0.0.0
Malicious Package in wallet-address-vaildator,wallet-address-vaildator,https://github.com//advisories/GHSA-m6q2-9pfm-2wvr,,>= 0.0.0
Malicious Package in we3b,we3b,https://github.com//advisories/GHSA-36r8-9qq7-mh43,,>= 0.0.0
Malicious Package in wbe3,wbe3,https://github.com//advisories/GHSA-hg7w-2pf7-mxm2,,>= 0.0.0
Malicious Package in web3-eht,web3-eht,https://github.com//advisories/GHSA-29fh-xcjr-p7rx,,>= 0.0.0
Outdated Static Dependency in vue-moment,vue-moment,https://github.com//advisories/GHSA-hrpp-f84w-xhfg,,< 4.1.0
Command Injection in strapi,strapi,https://github.com//advisories/GHSA-9p2w-rmx4-9mw7,,<= 3.0.0-beta.17.7
Arbitrary File Write in bin-links,bin-links,https://github.com//advisories/GHSA-gqf6-75v8-vr26,,< 1.1.5
Command Injection in tree-kill,tree-kill,https://github.com//advisories/GHSA-884p-74jh-xrg2,,< 1.2.2
Command Injection in treekill,treekill,https://github.com//advisories/GHSA-533p-g2hq-qr26,,>= 0.0.0
Symlink reference outside of node_modules in bin-links,bin-links,https://github.com//advisories/GHSA-2mj8-pj3j-h362,,< 1.1.5
Global node_modules Binary Overwrite in bin-links,bin-links,https://github.com//advisories/GHSA-v45m-2wcp-gg98,,< 1.1.6
Command Injection in gnuplot,gnuplot,https://github.com//advisories/GHSA-cfwc-xjfp-44jg,,>= 0.0.0
Command Injection in plotter,plotter,https://github.com//advisories/GHSA-65xx-c85x-wg76,,>= 0.0.0
Cross-Site Scripting in nextcloud-vue-collections,nextcloud-vue-collections,https://github.com//advisories/GHSA-whv6-rj84-2vh2,,< 0.4.2
Improper Authorization in passport-cognito,passport-cognito,https://github.com//advisories/GHSA-v6c5-hwqg-3x5q,CVE-2019-19723,>= 0.0.0
Information Exposure in type-graphql,type-graphql,https://github.com//advisories/GHSA-xf64-2f9p-6pqq,,< 0.17.6
Server-Side Request Forgery in ftp-srv,ftp-srv,https://github.com//advisories/GHSA-r4m5-47cq-6qg8,,> 0.0.0
Remote Code Execution in mongodb-query-parser,mongodb-query-parser,https://github.com//advisories/GHSA-97mg-3cr6-3x4c,,< 2.0.0
Command Injection in giting,giting,https://github.com//advisories/GHSA-7r9x-hr76-jr96,,>= 0.0.0
Cross-Site Scripting in atlasboard-atlassian-package,atlasboard-atlassian-package,https://github.com//advisories/GHSA-25v4-mcx4-hh35,,>= 0.0.0
Authentication Bypass in express-laravel-passport,express-laravel-passport,https://github.com//advisories/GHSA-v66p-w7qx-wv98,,>= 0.0.0
Malicious Package in 1337qq-js,1337qq-js,https://github.com//advisories/GHSA-7wgh-5q4q-6wx5,,>= 0.0.0
Command Injection in meta-git,meta-git,https://github.com//advisories/GHSA-qcff-ffx3-m25c,,>= 0.0.0
Command Injection in npm-git-publish,npm-git-publish,https://github.com//advisories/GHSA-49mg-94fc-2fx6,,>= 0.0.0
Cross-Site Scripting in @hapi/boom,@hapi/boom,https://github.com//advisories/GHSA-2ggq-vfcp-gwhj,,< 0.3.8
Hardcoded Initialization Vector in parsel,parsel,https://github.com//advisories/GHSA-q643-w9jp-q2qg,,>= 0.0.0
Insecure Cryptography Algorithm in parsel,parsel,https://github.com//advisories/GHSA-wqgx-4q47-j2w5,,>= 0.0.0
Insufficient Entropy in parsel,parsel,https://github.com//advisories/GHSA-vjvw-wcmw-pr26,,>= 0.0.0
Prototype Pollution in klona,klona,https://github.com//advisories/GHSA-4r97-78gf-q24v,,< 1.1.1
Command Injection in traceroute,traceroute,https://github.com//advisories/GHSA-rjvj-673q-4hfw,,>= 0.0.0
Cross-Site Scripting in markdown-it-katex,markdown-it-katex,https://github.com//advisories/GHSA-5ff8-jcf9-fw62,,> 0.0.0
Prototype Pollution in @hapi/hoek,@hapi/hoek,https://github.com//advisories/GHSA-22h7-7wwg-qmgg,,">= 8.3.2, < 8.5.1>= 9.0.0, < 9.0.3"
HTML Injection in marky-markdown,marky-markdown,https://github.com//advisories/GHSA-mg69-6j3m-jvgw,,>= 0.0.0
HTML Injection in marky-markdown,marky-markdown,https://github.com//advisories/GHSA-pxmp-fwjc-4x7q,,>= 0.0.0
Denial of Service in ammo,ammo,https://github.com//advisories/GHSA-mg85-8mv5-ffjr,,>= 0.0.0
Denial of Service in @commercial/ammo,@commercial/ammo,https://github.com//advisories/GHSA-rhc3-76jw-4f2x,,< 2.1.1
Denial of Service in @hapi/ammo,@hapi/ammo,https://github.com//advisories/GHSA-gjph-xf5q-6mfq,,"< 3.1.2>= 4.0.0, < 5.0.1"
Denial of Service in @hapi/accept,@hapi/accept,https://github.com//advisories/GHSA-9vrw-m88g-w75q,,">= 3.2.0, < 3.2.4>= 4.0.0, < 5.0.1"
Denial of Service in @hapi/subtext,@hapi/subtext,https://github.com//advisories/GHSA-3wqh-h42r-x8fq,,">= 4.1.0, < 6.1.3>= 7.0.0, < 7.0.3"
Denial of Service in @commercial/subtext,@commercial/subtext,https://github.com//advisories/GHSA-cvfm-xjc8-f2vm,,= 5.1.1
Denial of Service in subtext,subtext,https://github.com//advisories/GHSA-5854-jvxx-2cg9,,>= 4.1.0
Prototype Pollution in subtext,subtext,https://github.com//advisories/GHSA-g64q-3vg8-8f93,,>= 0.0.0
Prototype Pollution in @hapi/subtext,@hapi/subtext,https://github.com//advisories/GHSA-g9cg-h3jm-cwrc,,"< 6.1.3>= 7.0.0, < 7.0.3"
Denial of Service in hapi,hapi,https://github.com//advisories/GHSA-7hx8-2rxv-66xv,,>= 0.0.0
Denial of Service in @hapi/hapi,@hapi/hapi,https://github.com//advisories/GHSA-23vw-mhv5-grv5,,"< 18.4.1>= 19.0.0, < 19.1.1"
Denial of Service in @commercial/hapi,@commercial/hapi,https://github.com//advisories/GHSA-66mv-xh68-h6v2,,"< 16.8.2>= 17.0.0, < 17.9.2>= 18.0.0, < 18.4.1>= 19.0.0, < 19.1.1"
Prototype Pollution in @commercial/subtext,@commercial/subtext,https://github.com//advisories/GHSA-36c4-4r89-6whg,,< 5.1.2
Cross-Site Scripting in ngx-md,ngx-md,https://github.com//advisories/GHSA-xr53-m937-jr9c,,< 6.0.3
Denial of Service in http-proxy,http-proxy,https://github.com//advisories/GHSA-6x33-pw7p-hmpq,,< 1.18.1
Improper Authorization in react-oauth-flow,react-oauth-flow,https://github.com//advisories/GHSA-65m9-m259-7jqw,,>= 0.0.0
Command Injection in priest-runner,priest-runner,https://github.com//advisories/GHSA-9px9-f7jw-fwhj,,>= 0.0.0
Cross-Site Scripting in lazysizes,lazysizes,https://github.com//advisories/GHSA-w4vp-3mq7-7v82,,<= 5.2.1-rc0
Cross-Site Scripting in htmr,htmr,https://github.com//advisories/GHSA-f8rq-m28h-8hxj,,< 0.8.7
Path Traversal in sapper,sapper,https://github.com//advisories/GHSA-f3vw-587g-r29g,,< 0.27.11
Command Injection in node-rules,node-rules,https://github.com//advisories/GHSA-8whr-v3gm-w8h9,,< 5.0.0
Buffer Overflow in node-weakauras-parser,node-weakauras-parser,https://github.com//advisories/GHSA-86mr-6m89-vgj3,,">= 1.0.4, < 1.0.5>= 2.0.0, < 2.0.2>= 3.0.0, < 3.0.1"
Malicious Package in m-backdoor,m-backdoor,https://github.com//advisories/GHSA-vv52-3mrp-455m,,>= 0.0.0
DLL Injection in kerberos,kerberos,https://github.com//advisories/GHSA-m2mx-rfpw-jghv,,< 1.0.0
Regular Expression Denial of Service in papaparse,papaparse,https://github.com//advisories/GHSA-qvjc-g5vr-mfgr,,< 5.2.0
Cross-Site Scripting in @toast-ui/editor,@toast-ui/editor,https://github.com//advisories/GHSA-cr56-66mx-293v,,< 2.2.0
Cross-Site Scripting in bootstrap-select,bootstrap-select,https://github.com//advisories/GHSA-9r7h-6639-v5mw,,< 1.13.6
Remote Code Execution in next,next,https://github.com//advisories/GHSA-5vj8-3v2h-h38v,,< 5.1.0
Improper Authorization in @sap-cloud-sdk/core,@sap-cloud-sdk/core,https://github.com//advisories/GHSA-r2vw-jgq9-jqx2,,">= 1.19.0, < 1.21.2"
Command Injection in bestzip,bestzip,https://github.com//advisories/GHSA-4qqc-mp5f-ccv4,,< 2.1.7
Validation bypass vulnerability,personnummer,https://github.com//advisories/GHSA-vpgc-7h78-gx8f,,< 3.1.0
Azure DevOps token leakage in logs,renovate,https://github.com//advisories/GHSA-36rh-ggpr-j3gj,,">= 19.180.0, < 23.25.1"
Potential XSS in jQuery dependency in Mirador,mirador,https://github.com//advisories/GHSA-hgwm-pv9h-q5m7,,<= 2.7.2
Malicious code in `loadyaml`,loadyaml,https://github.com//advisories/GHSA-mfc2-93pr-jf92,,<= 1.0.2
Malicious code in `electorn`,electorn,https://github.com//advisories/GHSA-38hx-3542-8fh3,,<= 10.0.0
File restriction bypass in socket.io-file,socket.io-file,https://github.com//advisories/GHSA-6495-8jvh-f28x,,<= 2.0.31
Regular Expression Denial of Service in npm-user-validate,npm-user-validate,https://github.com//advisories/GHSA-xgh6-85xh-479p,,<= 1.0.0
HMAC-SHA1 signatures can bypass validation via key confusion,xml-crypto,https://github.com//advisories/GHSA-c27r-x354-4m68,,<= 1.5.3
Prototype Pollution in json-logic-js,json-logic-js,https://github.com//advisories/GHSA-m9hw-7xfv-wqg7,,< 2.0.0
ReDOS vulnerabities: multiple grammars,highlight.js,https://github.com//advisories/GHSA-7wwv-vh3v-89cq,,"< 10.4.1>= 9.0.0, < 10.4.1"
Cross-Site Scripting bypass in html-purify,html-purify,https://github.com//advisories/GHSA-5p28-63mc-cgr9,,<= 1.1.0
Regex denial of service vulnerability in codesample plugin,tinymce,https://github.com//advisories/GHSA-h96f-fc7c-9r55,,< 5.6.0
Cross-site scripting vulnerability in TinyMCE,tinymce,https://github.com//advisories/GHSA-w7jx-j77m-wp65,,< 5.6.0
Malicious npm package: sonatype,sonatype,https://github.com//advisories/GHSA-w8fh-pvq2-x8c4,,>= 0.0.0
Malicious npm package: discord-fix,discord-fix,https://github.com//advisories/GHSA-qv2g-99x4-45x6,,>= 0.0.0
Malicious npm package: an0n-chat-lib,an0n-chat-lib,https://github.com//advisories/GHSA-7xcv-wvr7-4h6p,,>= 0.0.0
Verification flaw in Solid identity-token-verifier,@solid/identity-token-verifier,https://github.com//advisories/GHSA-xmh9-rg6f-j3mr,,< 0.5.2
Code injection in nobelprizeparser,nobelprizeparser,https://github.com//advisories/GHSA-4wv4-mgfq-598v,,< 1.0.2
Vulnerability allowing for reading internal HTTP resources,highcharts-export-server,https://github.com//advisories/GHSA-hfwx-c7q6-g54c,,<= 2.0.30
Withdrawn: Arbitrary Code Execution in static-eval,static-eval,https://github.com//advisories/GHSA-8v27-2fg9-7h62,CVE-2021-23334,<= 2.1.0
Out-of-Bounds read in stringstream,stringstream,https://github.com//advisories/GHSA-qpw2-xchm-655q,,< 0.0.6
Command Injection in nuance-gulp-build-common,nuance-gulp-build-common,https://github.com//advisories/GHSA-8695-fr6h-9fq8,CVE-2020-28430,<= 0.0.1
Client TLS credentials sent raw to server in npm package nats,nats,https://github.com//advisories/GHSA-prmc-5v5w-c465,,">= 2.0.0-201, <= 2.0.0-208"
Remote code execution in mongo-express,mongodb-query-parser,https://github.com//advisories/GHSA-hxmg-hm46-cf62,CVE-2020-24391,< 2.0.0
Prototype pollution in set-object-value,set-object-value,https://github.com//advisories/GHSA-4jj4-m52p-8rx3,CVE-2020-28281,< 0.0.6
Improper parsing of octal bytes in netmask,netmask,https://github.com//advisories/GHSA-4c7m-wxvm-r7gc,CVE-2021-28918,< 1.1.0
Cross-site Scripting in PrimeFaces,primefaces,https://github.com//advisories/GHSA-fw5f-7c6c-3vmv,CVE-2020-10544,<= 7.0.11
Arbitrary code execution in ExifTool,exiftool-vendored,https://github.com//advisories/GHSA-4whq-r978-2x68,,< 14.3.0
Cross-site Scripting in quill,quill,https://github.com//advisories/GHSA-4943-9vgg-gr5r,CVE-2021-3163,<= 1.3.7
Command injection in get-git-data,get-git-data,https://github.com//advisories/GHSA-wj6h-7chw-x4h2,CVE-2020-7619,<= 1.3.1
File upload local preview can run embedded scripts after user interaction,matrix-react-sdk,https://github.com//advisories/GHSA-8796-gc9j-63rv,,< 3.21.0
Improper Input Validation in xdLocalStorage,xdLocalStorage,https://github.com//advisories/GHSA-76qm-4f93-fg6f,CVE-2015-9545,<= 2.0.5
Improper Input Validation in xdLocalStorage,xdLocalStorage,https://github.com//advisories/GHSA-vrc7-6g8w-jh56,CVE-2015-9544,<= 2.0.5
Open Redirect in xdLocalStorage,xdLocalStorage,https://github.com//advisories/GHSA-c6c4-jmqx-3r33,CVE-2020-11611,<= 2.0.5
Incorrect Calculation in the MSR JavaScript Cryptography Library,msrcrypto,https://github.com//advisories/GHSA-9x9j-836w-8f55,CVE-2020-1026,< 1.5.8
Uncontrolled Resource Consumption in fun-map,fun-map,https://github.com//advisories/GHSA-p33m-7w7f-gmj8,CVE-2020-7644,<= 3.3.1
Arbitrary Code Execution in json-ptr,json-ptr,https://github.com//advisories/GHSA-rrqv-vjrw-hrcr,,< 2.1.0
Improper Neutralization of Special Elements used in a Command ('Command Injection') in @floffah/build,@floffah/build,https://github.com//advisories/GHSA-jcgr-9698-82jx,,< 1.0.0
Cross-site scripting vulnerability in TinyMCE,tinymce,https://github.com//advisories/GHSA-5vm8-hhgr-jcjp,,< 5.7.1
constructEvent does not verify header,@worker-tools/stripe-webhook,https://github.com//advisories/GHSA-4g53-vp7q-gfjv,,< 1.1.4
Improper Verification of Cryptographic Signature in aws-encryption-sdk-javascript,@aws-crypto/client-node,https://github.com//advisories/GHSA-h45p-w933-jxh3,,"< 1.9.0>= 2.0.0, < 2.2.0< 1.9.0>= 2.0.0, < 2.2.0"
Improper Verification of Cryptographic Signature,tenvoy,https://github.com//advisories/GHSA-7r96-8g3x-g36m,,< 7.0.3
Code Injection in total.js,total.js,https://github.com//advisories/GHSA-7fm6-gxqg-2pwr,CVE-2021-23389,< 3.4.9
Deserialization of Untrusted Data in msgpack,msgpack,https://github.com//advisories/GHSA-mx67-wv8x-hvv9,CVE-2021-23410,<= 1.0.3
Incorrect TCR calculation in batchLiquidateTroves() during Recovery Mode,@liquity/contracts,https://github.com//advisories/GHSA-xh2p-7p87-fhgh,,<= 1.0.0
Arbitrary Command Injection due to Improper Command Sanitization,@npmcli/git,https://github.com//advisories/GHSA-hxwm-x553-x359,,< 2.0.8
Improperly Controlled Modification of Object Prototype Attributes,think-config,https://github.com//advisories/GHSA-6cj2-92m5-7mvp,,< 1.1.3
Prototype Pollution in immer,immer,https://github.com//advisories/GHSA-c36v-fmgq-m8hx,CVE-2021-3757,< 9.0.6
Incorrect version tags linked to external repository,parse-server,https://github.com//advisories/GHSA-593v-wcqx-hq2w,,">= 4.0.0, < 4.5.2>= 4.6.0, < 4.10.0"
Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection') in ZMarkdown,rebber,https://github.com//advisories/GHSA-2c83-wfv3-q25f,,< 5.2.1
UUPSUpgradeable vulnerability in @openzeppelin/contracts-upgradeable,@openzeppelin/contracts-upgradeable,https://github.com//advisories/GHSA-q4h9-46xg-m3x9,,">= 4.1.0, < 4.3.2"
Cross-site Scripting in peertube,peertube,https://github.com//advisories/GHSA-f2c5-997w-7f5c,CVE-2021-3780,< 3.4.0
Prototype Pollution in mixme,mixme,https://github.com//advisories/GHSA-84p7-fh9c-6g8h,,< 0.5.2
Remote command injection when using sendmail email transport,ghost,https://github.com//advisories/GHSA-wfrj-qqc2-83cm,,< 4.15.0
Improper Control of Generation of Code ('Code Injection') in @asyncapi/modelina,@asyncapi/modelina,https://github.com//advisories/GHSA-4jg2-84c2-pj95,,<= 0.30.1
Clipboard-based XSS,jsuites,https://github.com//advisories/GHSA-qh7x-j4v8-qw5w,CVE-2021-41086,< 4.9.11
Denial of Service in node-static,node-static,https://github.com//advisories/GHSA-8r4g-cg4m-x23c,,<= 0.7.11
Regular Expression Denial of Service in millisecond,millisecond,https://github.com//advisories/GHSA-m489-xr35-fjxr,,< 0.1.2
Member account takeover,ghost,https://github.com//advisories/GHSA-65p7-pjj8-ggmr,,">= 3.18.0, < 3.42.6>= 4.0.0, < 4.15.1"
Improper Access Control in passport-oauth2,passport-oauth2,https://github.com//advisories/GHSA-f794-r6xc-hf3v,CVE-2021-41580,< 1.6.1
Withdrawn: Arbitrary code execution in lodash,lodash,https://github.com//advisories/GHSA-8p5q-j9m2-g8wr,CVE-2021-41720,<= 4.17.21
Path traversal when using `preview-docs` when working dir contains files with question mark `?` in name,@redocly/openapi-cli,https://github.com//advisories/GHSA-q324-q795-2q5p,,<= 1.0.0-beta.58
Cross-site scripting vulnerability in TinyMCE,tinymce/tinymce,https://github.com//advisories/GHSA-5h9g-x5rv-25wg,,< 5.9.0< 5.9.0< 5.9.0
Embedded malware in ua-parser-js,ua-parser-js,https://github.com//advisories/GHSA-pjwm-rvh2-c87w,,= 0.7.29= 0.8.0= 1.0.0
Vulnerability in crunch function leads to arbitrary code execution via filePath parameters,aaptjs,https://github.com//advisories/GHSA-m7p2-ghfh-pjvx,CVE-2020-36380,<= 1.3.1
Vulnerability in list function leads to arbitrary code execution via filePath parameters,aaptjs,https://github.com//advisories/GHSA-4g7x-7vgq-3j28,CVE-2020-36376,<= 1.3.1
Vulnerability in dump function leads to arbitrary code execution via filePath parameters,aaptjs,https://github.com//advisories/GHSA-r496-7hgp-53wf,CVE-2020-36377,<= 1.3.1
Vulnerability in remove function leads to arbitrary code execution via filePath parameters,aaptjs,https://github.com//advisories/GHSA-9cq3-fj2h-ggj5,CVE-2020-36379,<= 1.3.1
Vulnerability in packageCmd function leads to arbitrary code execution via filePath parameters,aaptjs,https://github.com//advisories/GHSA-4qwq-q4pr-rr7r,CVE-2020-36378,<= 1.3.1
Cross-site scripting vulnerability in TinyMCE plugins,tinymce/tinymce,https://github.com//advisories/GHSA-r8hm-w5f7-wj39,,< 5.10.0< 3.4.0< 5.10.0< 5.10.0
Embedded malware in coa,coa,https://github.com//advisories/GHSA-73qr-pfmq-6rp8,,= 2.0.3= 2.0.4= 2.1.1= 2.1.3= 3.0.1= 3.1.3
Embedded malware in rc,rc,https://github.com//advisories/GHSA-g2q5-5433-rhrf,,= 1.2.9= 1.3.9= 2.3.9
Cross-site Scripting Vulnerability in GraphQL Playground (distributed by Apollo Server),apollo-server,https://github.com//advisories/GHSA-qm7x-rc44-rrqw,,">= 2.0.0, < 2.25.3>= 3.0.0, < 3.4.1"
Insufficient Session Expiration in @cyyynthia/tokenize,@cyyynthia/tokenize,https://github.com//advisories/GHSA-jcjx-c3j3-44pr,,">= 1.1.0, < 1.1.3"
Inefficient Regular Expression Complexity in Validator.js,validator,https://github.com//advisories/GHSA-xx4c-jj58-r7x6,,">= 11.1.0, < 13.7.0"
Signature verification vulnerability in Stark Bank ecdsa libraries,starkbank-ecdsa,https://github.com//advisories/GHSA-9wx7-jrvc-28mm,,= 1.0.0< 2.0.1= 1.3.1= 1.1.2
Improper Verification of Cryptographic Signature in starkbank-ecdsa,starkbank-ecdsa,https://github.com//advisories/GHSA-q9q6-f556-gpm7,CVE-2021-43571,< 1.1.3
ERC1155Supply vulnerability in OpenZeppelin Contracts,@openzeppelin/contracts-upgradeable,https://github.com//advisories/GHSA-wmpv-c2jp-j2xg,,">= 4.2.0, < 4.3.3>= 4.2.0, < 4.3.3"
RCE vulnerability affecting v1beta3 templates in @backstage/plugin-scaffolder-backend,@backstage/plugin-scaffolder-backend,https://github.com//advisories/GHSA-2g8g-63j4-9w3r,,< 0.15.14
Unexpected server crash in Next.js.,next,https://github.com//advisories/GHSA-25mp-g6fv-mqxx,CVE-2021-43803,">= 12.0.0, < 12.0.5< 11.1.3"
Command injection in github-todos,github-todos,https://github.com//advisories/GHSA-792j-9wj3-j634,CVE-2021-44684,<= 3.1.0
Prototype Pollution in @fabiocaccamo/utils.js,@fabiocaccamo/utils.js,https://github.com//advisories/GHSA-3xph-cp8f-2229,CVE-2021-3815,< 0.17.2
Server side request forgery in SwaggerUI,swagger-ui-dist,https://github.com//advisories/GHSA-qrmm-w75w-3wpx,,< 4.1.3< 4.1.3
Session fixation in express-openid-connect,express-openid-connect,https://github.com//advisories/GHSA-7rg2-qxmf-hhx9,CVE-2021-41246,">= 2.3.0, < 2.5.2"
Prototype Pollution in merge-deep2.,merge-deep2,https://github.com//advisories/GHSA-j28q-p8ww-cp87,CVE-2021-23700,<= 3.0.6
Prototype Pollution in comb.,comb,https://github.com//advisories/GHSA-vxr4-rxw7-g7v6,CVE-2021-23561,<= 2.0.0
Prototype Pollution in sey,sey,https://github.com//advisories/GHSA-wjpc-cgvw-xx23,CVE-2021-23663,<= 0.3.0
Code Injection in md-to-pdf.,md-to-pdf,https://github.com//advisories/GHSA-x949-7cm6-fm6p,CVE-2021-23639,< 5.0.0
